Date,Open,High,Low,Close,Volume
2012-03-30,236000,238000,233000,233000,765672
2012-03-29,233500,237000,232000,236500,960027
2012-03-28,225500,233000,225000,232500,912194
2012-03-27,226000,228000,225000,226000,402819
2012-03-26,226000,226500,221500,224000,369162
2012-03-23,224500,225500,222000,225000,392778
2012-03-22,224500,227000,223500,227000,394950
2012-03-21,222000,227000,220500,225500,402079
2012-03-20,224000,227500,223500,224000,558633
2012-03-19,224500,224500,219000,224000,574836
2012-03-16,228000,228500,221500,223000,514389
2012-03-15,227000,229500,225500,228000,760756
2012-03-14,226500,229500,224500,225000,880068
2012-03-13,218000,224500,217500,223500,968604
2012-03-12,214000,217500,212500,215500,490388
2012-03-09,215500,215500,212000,212500,474698
2012-03-08,213000,214000,209500,212000,948841
2012-03-07,214500,216000,212000,213000,347017
2012-03-06,220500,222500,215000,216500,408710
2012-03-05,220500,223000,218000,220000,461554
2012-03-02,222000,223500,220000,220000,1027212
2012-02-29,209000,216000,209000,216000,758101
2012-02-28,207000,210000,205000,208500,808517
2012-02-27,214500,215000,207000,210000,1011696
2012-02-24,216000,218000,212500,216500,824891
2012-02-23,224500,224500,217500,219000,549260
2012-02-22,227500,228500,221500,224000,445544
2012-02-21,225000,227000,223500,226500,426229
2012-02-20,226500,228000,223500,224000,520511
2012-02-17,221500,226500,220500,223000,1117952
2012-02-16,218000,221500,216500,219000,709155
2012-02-15,220000,221000,216500,218500,726911
2012-02-14,223000,225000,217500,219000,826765
2012-02-13,217000,223000,217000,221500,841483
2012-02-10,218500,219000,215000,217500,709881
2012-02-09,217000,221500,215500,220000,790664
2012-02-08,219000,221500,216500,221500,557347
2012-02-07,212500,220000,212000,219000,838330
2012-02-06,219000,219500,210500,212500,997034
2012-02-03,218000,221000,215500,216500,768434
2012-02-02,222000,222500,216500,218000,806204
2012-02-01,221000,223000,216000,218500,822444
2012-01-31,218000,221000,217000,221000,994628
2012-01-30,217500,219500,215000,216000,970544
2012-01-27,228000,228000,220000,221000,1477803
2012-01-26,235000,237000,228000,229000,844435
2012-01-25,232500,239000,231500,234000,791124
2012-01-20,227500,233000,227500,232000,723526
2012-01-19,227500,229500,224000,227500,780805
2012-01-18,231500,231500,223000,226000,620266
2012-01-17,230000,231000,229000,231000,479231
2012-01-16,229500,230000,224000,226000,293860
2012-01-13,229500,231000,227500,227500,356889
2012-01-12,228500,230000,226500,229500,363053
2012-01-11,227000,229500,224500,227000,653715
2012-01-10,221000,228000,221000,226500,715087
2012-01-09,220000,225000,215500,221500,466102
2012-01-06,224000,224500,215000,219500,535595
2012-01-05,224500,228000,223000,223500,525945
2012-01-04,224000,228000,222500,223500,578085
2012-01-03,215000,222500,214500,221500,663407
2012-01-02,214000,215500,209500,212500,252482
2011-12-29,212000,216500,210500,213000,376225
2011-12-28,213000,213000,211000,213000,256144
2011-12-27,214500,217000,210000,213000,359393
2011-12-26,215500,217500,213500,214500,287996
2011-12-23,216500,217500,214000,215000,409880
2011-12-22,212500,215000,211000,213500,232176
2011-12-21,215000,216000,211500,213000,599592
2011-12-20,208000,210500,205500,208500,443716
2011-12-19,208000,209500,202500,206000,810946
2011-12-16,203500,210000,203500,208500,520939
2011-12-15,205000,207500,200500,203500,753374
2011-12-14,210000,212500,207500,209000,470742
2011-12-13,216000,216000,209500,210500,638774
2011-12-12,221000,221500,215500,219000,515038
2011-12-09,218500,221000,215500,216000,477310
2011-12-08,228000,228000,221000,223000,638465
2011-12-07,226000,229500,225500,227000,661936
2011-12-06,224500,226000,222000,226000,569336
2011-12-05,223500,225000,221000,223000,427514
2011-12-02,215500,221500,215500,221500,954544
2011-12-01,221500,225000,220000,221500,845779
2011-11-30,217000,219000,212000,213000,705619
2011-11-29,212000,219500,210000,216500,831325
2011-11-28,209500,213000,206000,209000,746581
2011-11-25,212500,214500,206000,208500,651605
2011-11-24,214000,219000,214000,215500,341547
2011-11-23,224000,224500,215500,215500,469786
2011-11-22,217000,224000,216000,220500,451651
2011-11-21,218500,220000,215000,218500,503281
2011-11-18,222500,223500,220000,221500,545731
2011-11-17,228000,228000,220500,226500,482699
2011-11-16,231000,235000,223500,226000,557384
2011-11-15,229500,231000,226500,230000,389605
2011-11-14,231500,235000,231000,231500,535670
2011-11-11,224000,229000,221000,228500,641233
2011-11-10,229000,232000,221500,221500,1093977
2011-11-09,236500,240000,232000,235000,517452
2011-11-08,239500,239500,233000,236500,297440
2011-11-07,241000,241500,236000,237000,392347
2011-11-04,237000,240000,234000,238000,740461
2011-11-03,234000,235000,230000,231000,474001
2011-11-02,228500,234500,225500,232000,780018
2011-11-01,226000,236000,224000,231500,1085799
2011-10-31,227500,231000,223500,227000,778987
2011-10-28,228500,233000,225000,225000,1259164
2011-10-27,225500,228000,221500,223500,901314
2011-10-26,223500,226000,221500,223500,650578
2011-10-25,228500,230000,226000,228000,465475
2011-10-24,219500,229500,219500,228000,788717
2011-10-21,217000,219000,215000,216500,685576
2011-10-20,220000,224500,215500,215500,679436
2011-10-19,217500,223500,217500,221500,583765
2011-10-18,215500,218000,215000,217500,563976
2011-10-17,214500,221000,214000,219500,1006813
2011-10-14,212000,215000,209000,212500,484531
2011-10-13,211500,215000,210500,212000,1105682
2011-10-12,205500,209500,203500,207500,929327
2011-10-11,202000,205500,200000,204500,961321
2011-10-10,199500,202000,196000,197000,694160
2011-10-07,196500,200000,194500,200000,1105580
2011-10-06,201500,203000,194000,194500,1184347
2011-10-05,205000,207000,194000,197000,1334812
2011-10-04,201000,206000,199500,205000,1046807
2011-09-30,208000,214000,208000,211000,813191
2011-09-29,201500,211000,201000,211000,681269
2011-09-28,209500,209500,205000,205000,904773
2011-09-27,203000,208000,200500,207000,947364
2011-09-26,199000,202000,194000,196000,1022350
2011-09-23,199000,201500,197000,197000,1213460
2011-09-22,204000,208000,202500,207000,1000665
2011-09-21,208500,214000,206000,211000,841670
2011-09-20,203000,210000,201500,208500,698699
2011-09-19,207000,209500,204000,206000,543779
2011-09-16,203000,208500,201500,208000,1174905
2011-09-15,198500,199500,194500,198500,933102
2011-09-14,197000,197000,189000,191000,976643
2011-09-09,198500,200500,195000,197500,632806
2011-09-08,201500,203000,199000,201500,928528
2011-09-07,197500,199000,195000,199000,777205
2011-09-06,186000,195000,184500,192000,1090312
2011-09-05,197500,198000,189500,189500,1142974
2011-09-02,203000,207500,198500,200000,855930
2011-09-01,204000,209500,201000,202500,1345235
2011-08-31,197500,204500,196500,203000,1070298
2011-08-30,198500,199000,192500,196500,737450
2011-08-29,197000,198000,192000,195000,1074094
2011-08-26,188500,193000,187000,192500,898097
2011-08-25,187500,193000,186500,188500,1606522
2011-08-24,184000,189500,180000,180500,1984758
2011-08-23,165500,184000,165000,178000,2391251
2011-08-22,171000,175000,161500,161500,1882477
2011-08-19,181000,183000,170000,170500,2422517
2011-08-18,201500,201500,188000,191500,1597152
2011-08-17,202500,205000,199000,200500,903186
2011-08-16,195500,204000,194000,203000,1514702
2011-08-12,200000,200000,185000,188000,1874166
2011-08-11,185000,200500,185000,197000,1485026
2011-08-10,203000,203500,192500,192500,2022752
2011-08-09,195000,199000,180500,194000,3164916
2011-08-08,202000,206000,188500,199500,1709551
2011-08-05,199000,208000,194000,204000,1823665
2011-08-04,215500,217000,206000,209000,1103569
2011-08-03,219000,220000,213000,214000,1941251
2011-08-02,232000,233000,221000,224000,1838986
2011-08-01,237500,240500,235000,235500,934843
2011-07-29,241000,241500,234000,235000,718560
2011-07-28,238500,243500,238000,239000,890387
2011-07-27,237000,244500,236500,243000,825434
2011-07-26,235000,238000,233500,238000,526426
2011-07-25,234500,236500,232500,234000,482980
2011-07-22,234500,237000,233000,236500,816973
2011-07-21,236500,238000,226500,233000,1110062
2011-07-20,237000,239500,233000,235500,726608
2011-07-19,235000,239000,232000,233000,753268
2011-07-18,240000,241000,235000,236500,399110
2011-07-15,238500,241000,235500,240000,494532
2011-07-14,237500,238500,234000,238500,760435
2011-07-13,233000,239000,232000,238000,556985
2011-07-12,235000,236000,230500,231500,811736
2011-07-11,247000,247000,238500,239000,985557
2011-07-08,250500,252000,245000,247500,827888
2011-07-07,247000,250000,246000,248000,666899
2011-07-06,243500,246500,243500,246500,411906
2011-07-05,245000,246500,243000,244000,458999
2011-07-04,243500,247000,241500,244500,588413
2011-07-01,240000,242500,238000,240500,650964
2011-06-30,239000,241000,237000,237000,802008
2011-06-29,236000,238000,234000,238000,721829
2011-06-28,236000,237000,230000,230000,608720
2011-06-27,231500,237000,230500,234000,973726
2011-06-24,223500,232500,223500,232000,1083533
2011-06-23,229000,231000,222000,224000,1129980
2011-06-22,234000,234500,230000,231500,524880
2011-06-21,233000,235000,224000,230000,921879
2011-06-20,228000,235000,227000,227500,787974
2011-06-17,230000,230000,220500,225500,1017058
2011-06-16,230000,233000,227500,228000,736299
2011-06-15,238500,238500,231500,234500,841313
2011-06-14,226500,237000,226500,236000,1070988
2011-06-13,223000,228500,222000,226500,1036053
2011-06-10,225500,230500,222000,223000,1620807
2011-06-09,228000,228500,224000,226500,1602734
2011-06-08,236500,239000,226500,231500,1344737
2011-06-07,240500,243000,233500,238000,1033900
2011-06-03,245000,246000,239000,241500,694005
2011-06-02,237500,246000,237000,242000,1069059
2011-06-01,251500,257000,242000,243500,1756611
2011-05-31,247500,256000,246000,252500,1192075
2011-05-30,250000,250500,244000,249000,698057
2011-05-27,246500,253000,243500,248500,1314023
2011-05-26,235500,244000,234500,243500,1153451
2011-05-25,235000,240000,230000,230500,1307071
2011-05-24,226500,233000,221500,230500,1342259
2011-05-23,232000,234500,228000,228000,1262405
2011-05-20,234500,241500,233000,241000,896954
2011-05-19,241500,245500,231000,233500,1429754
2011-05-18,228000,240000,227000,238500,1177197
2011-05-17,224000,228000,221000,226000,903692
2011-05-16,226000,229500,223500,224000,953967
2011-05-13,237500,238000,223000,229500,1805429
2011-05-12,245500,247000,236000,236000,1334421
2011-05-11,240500,250000,238500,247500,918639
