date,close,open,high,low,volume,diff
09-23-16,44.48,46.07,46.55,44.22,718.40K,-3.97%
09-22-16,46.32,45.62,46.52,45.52,521.68K,2.16%
09-21-16,45.34,44.5,45.65,44.5,585.99K,4.37%
09-20-16,43.44,43.13,44.05,42.55,37.38K,0.32%
09-19-16,43.3,43.18,44.15,43.12,129.86K,0.63%
09-16-16,43.03,43.71,43.75,42.74,231.19K,-2.00%
09-15-16,43.91,43.7,44.34,43.26,537.19K,0.76%
09-14-16,43.58,45,45.33,43.42,705.86K,-2.94%
09-13-16,44.9,46.06,46.13,44.77,657.78K,-3.00%
09-12-16,46.29,45.57,46.51,44.72,745.02K,0.89%
09-09-16,45.88,47.36,47.36,45.56,688.19K,-3.65%
09-08-16,47.62,46.12,47.75,45.77,761.94K,4.66%
09-07-16,45.5,44.85,46.17,44.55,572.88K,1.49%
09-06-16,44.83,44.15,46.53,43.84,932.15K,-0.53%
09-05-16,45.07,44.12,46.53,44.07,-,2.18%
09-04-16,44.11,44.15,44.38,44.1,-,-0.74%
09-02-16,44.44,43.55,44.67,43.16,576.92K,2.97%
09-01-16,43.16,44.85,45.08,43,605.00K,-3.45%
08-31-16,44.7,46.24,46.41,44.51,549.01K,-3.56%
08-30-16,46.35,46.98,47.49,46.21,464.45K,-1.34%
08-29-16,46.98,47.22,47.28,46.62,309.25K,-1.39%
08-26-16,47.64,47.37,48.46,46.94,558.34K,0.65%
08-25-16,47.33,46.8,47.46,46.42,458.82K,1.20%
08-24-16,46.77,47.59,47.74,46.45,603.50K,-2.77%
08-23-16,48.1,47.39,48.32,46.59,623.90K,2.23%
08-22-16,47.05,48.4,48.4,46.75,36.53K,-3.03%
08-19-16,48.52,48.33,48.75,47.93,162.44K,0.62%
08-18-16,48.22,46.9,48.38,46.63,229.28K,3.06%
08-17-16,46.79,46.37,46.95,45.84,563.35K,0.45%
08-16-16,46.58,45.59,46.73,45.34,550.44K,1.84%
08-15-16,45.74,44.74,45.93,44.38,522.53K,2.81%
08-12-16,44.49,43.46,44.78,43.31,536.08K,2.30%
08-11-16,43.49,41.48,43.86,41.1,682.24K,4.27%
08-10-16,41.71,42.74,43.39,41.42,676.15K,-2.48%
08-09-16,42.77,42.83,43.52,42.47,624.70K,-0.58%
08-08-16,43.02,41.99,43.39,41.81,562.53K,2.92%
08-05-16,41.8,41.84,42.1,41.06,550.19K,-0.31%
08-04-16,41.93,41.16,42.08,40.43,598.84K,2.69%
08-03-16,40.83,39.7,41.2,39.19,655.19K,3.34%
08-02-16,39.51,40.08,40.91,39.26,534.51K,-1.37%
08-01-16,40.06,41.35,41.88,39.82,533.02K,-3.70%
07-29-16,41.6,41.12,41.67,40.57,478.76K,1.12%
07-28-16,41.14,41.93,42.22,41.04,447.91K,-1.86%
07-27-16,41.92,42.66,43.2,41.68,537.39K,-2.33%
07-26-16,42.92,43.07,43.39,42.36,461.32K,-0.49%
07-25-16,43.13,44.2,44.37,42.97,389.84K,-2.40%
07-22-16,44.19,44.6,44.97,43.74,428.41K,-1.25%
07-21-16,44.75,45.65,46.09,44.52,432.97K,-0.42%
07-20-16,44.94,44.59,45.25,43.69,29.39K,0.65%
07-19-16,44.65,45.23,45.67,44.53,128.13K,-1.30%
07-18-16,45.24,46.12,46.14,44.86,211.39K,-1.55%
07-15-16,45.95,45.52,46.33,45.05,430.26K,0.59%
07-14-16,45.68,45.14,45.8,44.95,573.76K,2.08%
07-13-16,44.75,46.58,46.71,44.56,686.25K,-4.38%
