date,close,open,high,low,diff
07-12-13,1469.37,1471.89,1474.18,1462.09,-0.23%
07-11-13,1472.75,1471.81,1498.53,1461.98,-0.05%
07-10-13,1473.55,1458.31,1474.34,1450.47,0.95%
07-09-13,1459.72,1477.28,1479.03,1455.72,-1.23%
07-08-13,1477.97,1464.05,1479.47,1462.23,0.83%
07-05-13,1465.81,1471.18,1476.53,1461.88,-0.42%
07-04-13,1471.93,1483.92,1486.5,1467.44,-0.88%
07-03-13,1484.96,1472.31,1488.14,1471.4,0.81%
07-02-13,1473.06,1482.87,1484.42,1470.6,-0.71%
07-01-13,1483.57,1484.46,1490.22,1473.03,-0.18%
06-28-13,1486.26,1496.01,1499.41,1482.74,-0.71%
06-27-13,1496.88,1502.66,1504.22,1491.88,-0.49%
06-26-13,1504.18,1508.17,1513.44,1500.45,-0.34%
06-25-13,1509.24,1523,1526.51,1505.88,-0.99%
06-24-13,1524.39,1515.69,1527.53,1512.05,0.43%
06-21-13,1517.83,1514.65,1533.89,1512.86,0.18%
06-20-13,1515.14,1502.49,1521.05,1500.11,0.77%
06-19-13,1503.59,1518.97,1522.55,1498.65,-1.07%
06-18-13,1519.8,1506.89,1522.3,1505.58,0.79%
06-17-13,1507.93,1503.68,1509.51,1499.41,0.19%
06-14-13,1505.14,1510.33,1511.22,1496.77,-0.43%
06-13-13,1511.71,1503.93,1520.1,1499.68,0.46%
06-12-13,1504.82,1507.66,1511.91,1496.23,-0.25%
06-11-13,1508.61,1494.2,1510.2,1493.3,0.87%
06-10-13,1495.58,1475.33,1497.3,1472.43,1.20%
06-07-13,1477.83,1481.98,1484.76,1465.25,-0.31%
06-06-13,1482.41,1464.52,1489.01,1462.39,1.17%
06-05-13,1465.22,1468.77,1471.07,1456.78,-0.29%
06-04-13,1469.41,1463.54,1470.77,1462.19,0.33%
06-03-13,1464.63,1453.27,1478.48,1453.27,-0.40%
05-31-13,1470.53,1472.68,1475.24,1462.87,-0.19%
05-30-13,1473.38,1464.75,1477.1,1458.4,0.54%
